%eval_id interface voygr_share mmr_burnup 
1        NO_ID     0.0 41
2        NO_ID     0.0 62
3        NO_ID     0.0 74
4        NO_ID     0.0 78
5        NO_ID     0.0 82
6        NO_ID     0.0 86
7        NO_ID     0.0 90
8        NO_ID     5.0 41
9        NO_ID     5.0 62
10        NO_ID     5.0 74
11        NO_ID     5.0 78
12        NO_ID     5.0 82
13        NO_ID     5.0 86
14        NO_ID     5.0 90
15        NO_ID     10.0 41
16        NO_ID     10.0 62
17        NO_ID     10.0 74
18        NO_ID     10.0 78
19        NO_ID     10.0 82
20        NO_ID     10.0 86
21        NO_ID     10.0 90
22        NO_ID     15.0 41
23        NO_ID     15.0 62
24        NO_ID     15.0 74
25        NO_ID     15.0 78
26        NO_ID     15.0 82
27        NO_ID     15.0 86
28        NO_ID     15.0 90
29        NO_ID     20.0 41
30        NO_ID     20.0 62
31        NO_ID     20.0 74
32        NO_ID     20.0 78
33        NO_ID     20.0 82
34        NO_ID     20.0 86
35        NO_ID     20.0 90
36        NO_ID     25.0 41
37        NO_ID     25.0 62
38        NO_ID     25.0 74
39        NO_ID     25.0 78
40        NO_ID     25.0 82
41        NO_ID     25.0 86
42        NO_ID     25.0 90
43        NO_ID     30.0 41
44        NO_ID     30.0 62
45        NO_ID     30.0 74
46        NO_ID     30.0 78
47        NO_ID     30.0 82
48        NO_ID     30.0 86
49        NO_ID     30.0 90
50        NO_ID     35.0 41
51        NO_ID     35.0 62
52        NO_ID     35.0 74
53        NO_ID     35.0 78
54        NO_ID     35.0 82
55        NO_ID     35.0 86
56        NO_ID     35.0 90
57        NO_ID     40.0 41
58        NO_ID     40.0 62
59        NO_ID     40.0 74
60        NO_ID     40.0 78
61        NO_ID     40.0 82
62        NO_ID     40.0 86
63        NO_ID     40.0 90
64        NO_ID     45.0 41
65        NO_ID     45.0 62
66        NO_ID     45.0 74
67        NO_ID     45.0 78
68        NO_ID     45.0 82
69        NO_ID     45.0 86
70        NO_ID     45.0 90
71        NO_ID     50.0 41
72        NO_ID     50.0 62
73        NO_ID     50.0 74
74        NO_ID     50.0 78
75        NO_ID     50.0 82
76        NO_ID     50.0 86
77        NO_ID     50.0 90
