Indian Point 2	3071.00	975	975	PWR	200	469	14070	132172	8	1	1974	9	28	2013	0	0	0	0	0	0	540	87	1998	3	21	21	54	1900	21	21	54	1968	21.5	21.5	56	1973	21.82	21.82	58	1978	29.42	29.42	58	1983	31.5	31.5	67	1988	34.26	34.26	74	1993	40.98	40.98	78	1998	45.4	45.4	87	2003	46.9	46.9	91	2008	45.96	45.96	91	2013
Three Mile Island 1	2568.00	959	880	PWR	201	715	21450	129404	9	2	1974	4	19	2014	4.00	19	2034	0	0	0	540	87	1998	3	21	21	54	1900	21	21	54	1968	21.5	21.5	56	1973	21.82	21.82	58	1978	29.42	29.42	58	1983	31.5	31.5	67	1988	34.26	34.26	74	1993	40.98	40.98	78	1998	45.4	45.4	87	2003	46.9	46.9	91	2008	45.96	45.96	91	2013
Oconee 2	2568.00	886	846	PWR	201	709	21270	107952	9	9	1974	10	6	2033	10.00	6	2033	0	0	0	540	87	1998	3	21	21	54	1900	21	21	54	1968	21.5	21.5	56	1973	21.82	21.82	58	1978	29.42	29.42	58	1983	31.5	31.5	67	1988	34.26	34.26	74	1993	40.98	40.98	78	1998	45.4	45.4	87	2003	46.9	46.9	91	2008	45.96	45.96	91	2013
Rancho Seco	2754.00	917	873	PWR	203	175	5250	132172	11	1	1974	6	7	1989	0	0	0	0	0	0	540	87	1998	3	21	21	54	1900	21	21	54	1968	21.5	21.5	56	1973	21.82	21.82	58	1978	29.42	29.42	58	1983	31.5	31.5	67	1988	34.26	34.26	74	1993	40.98	40.98	78	1998	45.4	45.4	87	2003	46.9	46.9	91	2008	45.96	45.96	91	2013
Oconee 3	2568.00	886	846	PWR	204	715	21450	68703.2	12	16	1974	7	19	2034	7.00	19	2034	0	0	0	540	87	1998	3	21	21	54	1900	21	21	54	1968	21.5	21.5	56	1973	21.82	21.82	58	1978	29.42	29.42	58	1983	31.5	31.5	67	1988	34.26	34.26	74	1993	40.98	40.98	78	1998	45.4	45.4	87	2003	46.9	46.9	91	2008	45.96	45.96	91	2013
Arkansas Nuclear 1	2568.00	960	836	PWR	204	713	21390	52949.6	12	19	1974	5	20	2014	5.00	20.00	2034	0	0	0	540	87	1998	3	21	21	54	1900	21	21	54	1968	21.5	21.5	56	1973	21.82	21.82	58	1978	29.42	29.42	58	1983	31.5	31.5	67	1988	34.26	34.26	74	1993	40.98	40.98	78	1998	45.4	45.4	87	2003	46.9	46.9	91	2008	45.96	45.96	91	2013
Prairie Island 2	1650.00	556	524	PWR	204	718	21540	52949.6	12	21	1974	10	29	2014	10.00	29	2034	0	0	0	540	87	1998	3	21	21	54	1900	21	21	54	1968	21.5	21.5	56	1973	21.82	21.82	58	1978	29.42	29.42	58	1983	31.5	31.5	67	1988	34.26	34.26	74	1993	40.98	40.98	78	1998	45.4	45.4	87	2003	46.9	46.9	91	2008	45.96	45.96	91	2013
Calvert Cliffs 1	2700.00	865	835	PWR	209	710	21300	52949.6	5	8	1975	7	31	2034	7.00	31	2034	0	0	0	540	87	1998	3	21	21	54	1900	21	21	54	1968	21.5	21.5	56	1973	21.82	21.82	58	1978	29.42	29.42	58	1983	31.5	31.5	67	1988	34.26	34.26	74	1993	40.98	40.98	78	1998	45.4	45.4	87	2003	46.9	46.9	91	2008	45.96	45.96	91	2013
Cook 1	3250.00	1056	1000	PWR	212	710	21300	68703.2	8	23	1975	10	25	2014	10.00	25	2034	0	0	0	540	87	1998	3	21	21	54	1900	21	21	54	1968	21.5	21.5	56	1973	21.82	21.82	58	1978	29.42	29.42	58	1983	31.5	31.5	67	1988	34.26	34.26	74	1993	40.98	40.98	78	1998	45.4	45.4	87	2003	46.9	46.9	91	2008	45.96	45.96	91	2013
Millstone 2	2700.00	903	872	PWR	216	715	21450	84456.8	12	26	1975	7	31	2015	7.00	31	2035	0	0	0	540	87	1998	3	21	21	54	1900	21	21	54	1968	21.5	21.5	56	1973	21.82	21.82	58	1978	29.42	29.42	58	1983	31.5	31.5	67	1988	34.26	34.26	74	1993	40.98	40.98	78	1998	45.4	45.4	87	2003	46.9	46.9	91	2008	45.96	45.96	91	2013
Trojan	3192.00	1155	1095	PWR	222	689	20670	58200.8	6	1	1976	11	9	1992	8	9	2033	0	0	0	540	87	1998	3	21	21	54	1900	21	21	54	1968	21.5	21.5	56	1973	21.82	21.82	58	1978	29.42	29.42	58	1983	31.5	31.5	67	1988	34.26	34.26	74	1993	40.98	40.98	78	1998	45.4	45.4	87	2003	46.9	46.9	91	2008	45.96	45.96	91	2013
Indian Point 3	3025.00	1005	970	PWR	224	472	14160	77455.2	8	30	1976	12	12	2015	0	0	0	0	0	0	540	87	1998	3	21	21	54	1900	21	21	54	1968	21.5	21.5	56	1973	21.82	21.82	58	1978	29.42	29.42	58	1983	31.5	31.5	67	1988	34.26	34.26	74	1993	40.98	40.98	78	1998	45.4	45.4	87	2003	46.9	46.9	91	2008	45.96	45.96	91	2013
