Country,Unit,Current Status,Type,Model,Operator,Reactor Supplier,Const. Date,Grid Date,Shutdown Date,RUP [MWe],Latitude,Longitude
FRANCE,ST. LAURENT B-1,Operational,PWR  ,CP2,EDF,FRAM,1976-05-01,1981-01-21,,915,47.72055556,1.57861111
FRANCE,ST. LAURENT B-2,Operational,PWR  ,CP2,EDF,FRAM,1976-07-01,1981-06-01,,915,47.72055556,1.57861111
FRANCE,SUPER-PHENIX,Permanent Shutdown,FBR  ,Na-1200,EDF,ASPALDO,1976-12-13,1986-01-14,1998-12-31,1200,45.75833333,5.47222222
FRANCE,TRICASTIN-1,Operational,PWR  ,CP1,EDF,FRAM,1974-11-01,1980-05-31,,915,44.32639,4.72694
FRANCE,TRICASTIN-2,Operational,PWR  ,CP1,EDF,FRAM,1974-12-01,1980-08-07,,915,44.32639,4.72694
FRANCE,TRICASTIN-3,Operational,PWR  ,CP1,EDF,FRAM,1975-04-01,1981-02-10,,915,44.32639,4.72694
FRANCE,TRICASTIN-4,Operational,PWR  ,CP1,EDF,FRAM,1975-05-01,1981-06-12,,915,44.32639,4.72694
GERMANY,AVR JUELICH,Permanent Shutdown,HTGR ,Pebble bed reac,AVR,BBK,1961-08-01,1967-12-17,1988-12-31,13,,
GERMANY,BIBLIS-A,Permanent Shutdown,PWR  ,PWR,RWE,KWU,1970-01-01,1974-08-25,2011-08-06,1167,49.71,8.415277777
GERMANY,BIBLIS-B,Permanent Shutdown,PWR  ,PWR,RWE,KWU,1972-02-01,1976-04-25,2011-08-06,1240,49.71,8.415277777
GERMANY,BROKDORF,Operational,PWR  ,PWR,PElectra,KWU,1976-01-01,1986-10-14,,1410,53.850833333,9.344722222
GERMANY,BRUNSBUETTEL,Permanent Shutdown,BWR  ,BWR-69,KKB,KWU,1970-04-15,1976-07-13,2011-08-06,771,53.8917,9.20167
GERMANY,EMSLAND,Operational,PWR  ,Konvoi,KLE,KWU,1982-08-10,1988-04-19,,1335,52.4742,7.31786
GERMANY,GRAFENRHEINFELD,Permanent Shutdown,PWR  ,PWR,E.ON,KWU,1975-01-01,1981-12-30,2015-06-27,1275,49.9841,10.1847
GERMANY,GREIFSWALD-1,Permanent Shutdown,PWR  ,VVER V-230,EWN,AEE,1970-03-01,1973-12-17,1990-02-14,408,54.14058611,13.66442222
GERMANY,GREIFSWALD-2,Permanent Shutdown,PWR  ,VVER V-230,EWN,AEE,1970-03-01,1974-12-23,1990-02-14,408,54.14058611,13.66442222
GERMANY,GREIFSWALD-3,Permanent Shutdown,PWR  ,VVER V-230,EWN,AEE,1972-04-01,1977-10-24,1990-02-28,408,54.14058611,13.66442222
GERMANY,GREIFSWALD-4,Permanent Shutdown,PWR  ,VVER V-230,EWN,AEE,1972-04-01,1979-09-03,1990-07-22,408,54.14058611,13.66442222
GERMANY,GREIFSWALD-5,Permanent Shutdown,PWR  ,VVER V-213,EWN,AEE,1976-12-01,1989-04-24,1989-11-24,408,54.14058611,13.66442222
GERMANY,GROHNDE,Operational,PWR  ,PWR,PElectra,KWU,1976-06-01,1984-09-05,,1360,52.0353,9.41333
GERMANY,GUNDREMMINGEN-A,Permanent Shutdown,BWR  ,,KGB,"AEG,GE",1962-12-12,1966-12-01,1977-01-13,237,48.5147,10.4022
GERMANY,GUNDREMMINGEN-B,Permanent Shutdown,BWR  ,BWR-72,KGG,KWU,1976-07-20,1984-03-16,2017-12-31,1284,48.5147,10.4022
GERMANY,GUNDREMMINGEN-C,Operational,BWR  ,BWR-72,KGG,KWU,1976-07-20,1984-11-02,,1288,48.5147,10.4022
GERMANY,HDR GROSSWELZHEIM,Permanent Shutdown,BWR  ,Superheated ste,HDR,"AEG,KWU",1965-01-01,1969-10-14,1971-04-20,25,50.05814167,8.98713056
GERMANY,ISAR-1,Permanent Shutdown,BWR  ,BWR-69,E.ON,KWU,1972-05-01,1977-12-03,2011-08-06,878,48.6056,12.2931
GERMANY,ISAR-2,Operational,PWR  ,Konvoi,PElectra,KWU,1982-09-15,1988-01-22,,1410,48.6056,12.2931
GERMANY,KNK II,Permanent Shutdown,FBR  ,Prototype,KBG,IA,1974-09-01,1978-04-09,1991-08-23,17,,
GERMANY,KRUEMMEL,Permanent Shutdown,BWR  ,BWR-69,KKK,KWU,1974-04-05,1983-09-28,2011-08-06,1346,53.41,10.4089
GERMANY,LINGEN,Permanent Shutdown,BWR  ,BWR with fossil,KWL,AEG,1964-10-01,1968-07-01,1977-01-05,183,52.4828,7.3069
GERMANY,MUELHEIM-KAERLICH,Permanent Shutdown,PWR  ,PWR,KGG,BBR,1975-01-15,1986-03-14,1988-09-09,1219,50.4078,7.48972
GERMANY,MZFR,Permanent Shutdown,PHWR ,-,KBG,SIEMENS,1961-12-01,1966-03-09,1984-05-03,52,,
GERMANY,NECKARWESTHEIM-1,Permanent Shutdown,PWR  ,PWR,EnKK,KWU,1972-02-01,1976-06-03,2011-08-06,785,49.0411,9.175
GERMANY,NECKARWESTHEIM-2,Operational,PWR  ,Konvoi,EnKK,KWU,1982-11-09,1989-01-03,,1310,49.0411,9.175
GERMANY,NIEDERAICHBACH,Permanent Shutdown,HWGCR,pressure tube r,KKN,"SIEM,KWU",1966-06-01,1973-01-01,1974-07-31,100,,
GERMANY,OBRIGHEIM,Permanent Shutdown,PWR  ,,EnBW,"SIEM,KWU",1965-03-15,1968-10-29,2005-05-11,340,49.3645,9.07627
GERMANY,PHILIPPSBURG-1,Permanent Shutdown,BWR  ,BWR-69,EnKK,KWU,1970-10-01,1979-05-05,2011-08-06,890,49.2527,8.43644
GERMANY,PHILIPPSBURG-2,Permanent Shutdown,PWR  ,PWR,EnKK,KWU,1977-07-07,1984-12-17,2019-12-31,1402,49.2527,8.43644
GERMANY,RHEINSBERG,Permanent Shutdown,PWR  ,VVER-70,EWN,AEE,1960-01-01,1966-05-06,1990-06-01,62,53.147,12.9902
GERMANY,STADE,Permanent Shutdown,PWR  ,,E.ON,KWU,1967-12-01,1972-01-29,2003-11-14,640,53.62,9.53083
GERMANY,THTR-300,Permanent Shutdown,HTGR ,Pebble bed reac,HKG,HRB,1971-05-03,1985-11-16,1988-09-29,296,,
GERMANY,UNTERWESER,Permanent Shutdown,PWR  ,PWR,E.ON,KWU,1972-07-01,1978-09-29,2011-08-06,1345,53.4277,8.4802
GERMANY,VAK KAHL,Permanent Shutdown,BWR  ,BWR,VAK,"GE,AEG",1958-07-01,1961-06-17,1985-11-25,15,,
GERMANY,WUERGASSEN,Permanent Shutdown,BWR  ,,PE,"AEG,KWU",1968-01-26,1971-12-18,1994-08-26,640,51.6392,9.39139
HUNGARY,PAKS-1,Operational,PWR  ,VVER V-213,PAKS Zrt,AEE,1974-08-01,1982-12-28,,479,46.5725,18.85416667
HUNGARY,PAKS-2,Operational,PWR  ,VVER V-213,PAKS Zrt,AEE,1974-08-01,1984-09-06,,477,46.5725,18.85416667
HUNGARY,PAKS-3,Operational,PWR  ,VVER V-213,PAKS Zrt,AEE,1979-10-01,1986-09-28,,473,46.5725,18.85416667
HUNGARY,PAKS-4,Operational,PWR  ,VVER V-213,PAKS Zrt,AEE,1979-10-01,1987-08-16,,473,46.5725,18.85416667
INDIA,KAIGA-1,Operational,PHWR ,Horizontal Pres,NPCIL,NPCIL,1989-09-01,2000-10-12,,202,14.86666667,74.43888889
INDIA,KAIGA-2,Operational,PHWR ,Horizontal Pres,NPCIL,NPCIL,1989-12-01,1999-12-02,,202,14.86666667,74.43888889
INDIA,KAIGA-3,Operational,PHWR ,Horizontal Pres,NPCIL,NPCIL,2002-03-30,2007-04-11,,202,14.86666667,74.43888889
INDIA,KAIGA-4,Operational,PHWR ,Horizontal Pres,NPCIL,NPCIL,2002-05-10,2011-01-19,,202,14.86666667,74.43888889
INDIA,KAKRAPAR-1,Operational,PHWR ,Horizontal Pres,NPCIL,NPCIL,1984-12-01,1992-11-24,,202,21.23861111,73.35
INDIA,KAKRAPAR-2,Operational,PHWR ,Horizontal Pres,NPCIL,NPCIL,1985-04-01,1995-03-04,,202,21.23861111,73.35
INDIA,KAKRAPAR-3,Under Construction,PHWR ,PHWR-700,NPCIL,NPCIL,2010-11-22,,,630,21.23861111,73.35
INDIA,KAKRAPAR-4,Under Construction,PHWR ,PHWR-700,NPCIL,NPCIL,2010-11-22,,,630,21.23861111,73.35
INDIA,KUDANKULAM-1,Operational,PWR  ,VVER V-412,NPCIL,MAEP,2002-03-31,2013-10-22,,932,8.16833333,77.7125
INDIA,KUDANKULAM-2,Operational,PWR  ,VVER V-412,NPCIL,MAEP,2002-07-04,2016-08-29,,932,8.16833333,77.7125
INDIA,KUDANKULAM-3,Under Construction,PWR  ,VVER V-412,NPCIL,JSC ASE,2017-06-29,,,917,8.16833333,77.7125
INDIA,KUDANKULAM-4,Under Construction,PWR  ,VVER V-412,NPCIL,JSC ASE,2017-10-23,,,917,8.16833333,77.7125
INDIA,MADRAS-1,Operational,PHWR ,Horizontal Pres,NPCIL,NPCIL,1971-01-01,1983-07-23,,205,12.55833333,80.175
INDIA,MADRAS-2,Operational,PHWR ,Horizontal Pres,NPCIL,NPCIL,1972-10-01,1985-09-20,,205,12.55833333,80.175
INDIA,NARORA-1,Operational,PHWR ,Horizontal Pres,NPCIL,NPCIL,1976-12-01,1989-07-29,,202,28.15833333,78.40833333
INDIA,NARORA-2,Operational,PHWR ,Horizontal Pres,NPCIL,NPCIL,1977-11-01,1992-01-05,,202,28.15833333,78.40833333
INDIA,PFBR,Under Construction,FBR  ,Prototype,BHAVINI,,2004-10-23,,,470,,
INDIA,RAJASTHAN-1,Operational,PHWR ,Horizontal Pres,NPCIL,AECL,1965-08-01,1972-11-30,,90,24.87222222,75.61388889
INDIA,RAJASTHAN-2,Operational,PHWR ,Horizontal Pres,NPCIL,AECL/DAE,1968-04-01,1980-11-01,,187,24.87222222,75.61388889
INDIA,RAJASTHAN-3,Operational,PHWR ,Horizontal Pres,NPCIL,NPCIL,1990-02-01,2000-03-10,,202,24.87222222,75.61388889
INDIA,RAJASTHAN-4,Operational,PHWR ,Horizontal Pres,NPCIL,NPCIL,1990-10-01,2000-11-17,,202,24.87222222,75.61388889
INDIA,RAJASTHAN-5,Operational,PHWR ,Horizontal Pres,NPCIL,NPCIL,2002-09-18,2009-12-22,,202,24.87222222,75.61388889
INDIA,RAJASTHAN-6,Operational,PHWR ,Horizontal Pres,NPCIL,NPCIL,2003-01-20,2010-03-28,,202,24.87222222,75.61388889
INDIA,RAJASTHAN-7,Under Construction,PHWR ,Horizontal Pres,NPCIL,NPCIL,2011-07-18,,,630,24.87222222,75.61388889
INDIA,RAJASTHAN-8,Under Construction,PHWR ,Horizontal Pres,NPCIL,NPCIL,2011-09-30,,,630,24.87222222,75.61388889
INDIA,TARAPUR-1,Operational,BWR  ,BWR-1 (Mark 2),NPCIL,GE,1964-10-01,1969-04-01,,150,19.82777778,72.66111111
INDIA,TARAPUR-2,Operational,BWR  ,BWR-1 (Mark 2),NPCIL,GE,1964-10-01,1969-05-05,,150,19.82777778,72.66111111
INDIA,TARAPUR-3,Operational,PHWR ,Horizontal Pres,NPCIL,NPCIL,2000-05-12,2006-06-15,,490,19.82777778,72.66111111
INDIA,TARAPUR-4,Operational,PHWR ,Horizontal Pres,NPCIL,NPCIL,2000-03-08,2005-06-04,,490,19.82777778,72.66111111
"IRAN, ISLAMIC REPUBLIC OF",BUSHEHR-1,Operational,PWR  ,VVER V-446,NPPDCO,JSC ASE,1975-05-01,2011-09-03,,915,28.82888889,50.88722222
"IRAN, ISLAMIC REPUBLIC OF",BUSHEHR-2,Under Construction,PWR  ,V-528 VVER-1000,NPPDCO,JSC ASE,2019-09-27,,,974,28.82888889,50.88722222
ITALY,CAORSO,Permanent Shutdown,BWR  ,BWR-4 (Mark 2),SOGIN,AMN/GETS,1970-01-01,1978-05-23,1990-07-01,860,45.07222222,9.87222222
ITALY,ENRICO FERMI,Permanent Shutdown,PWR  ,WH 4LP,SOGIN,EL/WEST,1961-07-01,1964-10-22,1990-07-01,260,41.9628,-83.2575
ITALY,GARIGLIANO,Permanent Shutdown,BWR  ,BWR-1,SOGIN,GE,1959-11-01,1964-01-01,1982-03-01,150,41.25833333,13.83472222
ITALY,LATINA,Permanent Shutdown,GCR  ,MAGNOX,SOGIN,TNPG,1958-11-01,1963-05-12,1987-12-01,153,41.425384,12.807001
JAPAN,FUGEN ATR,Permanent Shutdown,HWLWR,ATR,JAEA,HITACHI,1972-05-10,1978-07-29,2003-03-29,148,,
JAPAN,FUKUSHIMA-DAIICHI-1,Permanent Shutdown,BWR  ,BWR-3,TEPCO,GE/GETSC,1967-07-25,1970-11-17,2011-05-19,439,37.42138889,141.0325
JAPAN,FUKUSHIMA-DAIICHI-2,Permanent Shutdown,BWR  ,BWR-4,TEPCO,GE/T,1969-06-09,1973-12-24,2011-05-19,760,37.42138889,141.0325
JAPAN,FUKUSHIMA-DAIICHI-3,Permanent Shutdown,BWR  ,BWR-4,TEPCO,TOSHIBA,1970-12-28,1974-10-26,2011-05-19,760,37.42138889,141.0325
JAPAN,FUKUSHIMA-DAIICHI-4,Permanent Shutdown,BWR  ,BWR-4,TEPCO,HITACHI,1973-02-12,1978-02-24,2011-05-19,760,37.42138889,141.0325
JAPAN,FUKUSHIMA-DAIICHI-5,Permanent Shutdown,BWR  ,BWR-4,TEPCO,TOSHIBA,1972-05-22,1977-09-22,2013-12-17,760,37.42138889,141.0325
JAPAN,FUKUSHIMA-DAIICHI-6,Permanent Shutdown,BWR  ,BWR-5,TEPCO,GE/T,1973-10-26,1979-05-04,2013-12-17,1067,37.42138889,141.0325
JAPAN,FUKUSHIMA-DAINI-1,Permanent Shutdown,BWR  ,BWR-5,TEPCO,TOSHIBA,1976-03-16,1981-07-31,2019-09-30,1067,37.31944,141.02111
JAPAN,FUKUSHIMA-DAINI-2,Permanent Shutdown,BWR  ,BWR-5,TEPCO,HITACHI,1979-05-25,1983-06-23,2019-09-30,1067,37.31944,141.02111
JAPAN,FUKUSHIMA-DAINI-3,Permanent Shutdown,BWR  ,BWR-5,TEPCO,TOSHIBA,1981-03-23,1984-12-14,2019-09-30,1067,37.31944,141.02111
JAPAN,FUKUSHIMA-DAINI-4,Permanent Shutdown,BWR  ,BWR-5,TEPCO,HITACHI,1981-05-28,1986-12-17,2019-09-30,1067,37.31944,141.02111
JAPAN,GENKAI-1,Permanent Shutdown,PWR  ,M (2-loop),KYUSHU,MHI,1971-09-15,1975-02-14,2015-04-27,529,33.51555556,129.83722222
JAPAN,GENKAI-2,Permanent Shutdown,PWR  ,M (2-loop),KYUSHU,MHI,1977-02-01,1980-06-03,2019-04-09,529,33.51555556,129.83722222
JAPAN,GENKAI-3,Operational,PWR  ,M (4-loop),KYUSHU,MHI,1988-06-01,1993-06-15,,1127,33.51555556,129.83722222
JAPAN,GENKAI-4,Operational,PWR  ,M (4-loop),KYUSHU,MHI,1992-07-15,1996-11-12,,1127,33.51555556,129.83722222
JAPAN,HAMAOKA-1,Permanent Shutdown,BWR  ,BWR-4,CHUBU,TOSHIBA,1971-06-10,1974-08-13,2009-01-30,515,34.62361111,138.1425
JAPAN,HAMAOKA-2,Permanent Shutdown,BWR  ,BWR-4,CHUBU,TOSHIBA,1974-06-14,1978-05-04,2009-01-30,806,34.62361111,138.1425
JAPAN,HAMAOKA-3,Operational,BWR  ,BWR-5,CHUBU,TOSHIBA,1983-04-18,1987-01-20,,1056,34.62361111,138.1425
JAPAN,HAMAOKA-4,Operational,BWR  ,BWR-5,CHUBU,TOSHIBA,1989-10-13,1993-01-27,,1092,34.62361111,138.1425
JAPAN,HAMAOKA-5,Operational,BWR  ,ABWR,CHUBU,TOSHIBA,2000-07-12,2004-04-30,,1325,34.62361111,138.1425
JAPAN,HIGASHI DORI-1 (TOHOKU),Operational,BWR  ,BWR-5,TOHOKU,TOSHIBA,2000-11-07,2005-03-09,,1067,41.18805556,141.39027778
JAPAN,IKATA-1,Permanent Shutdown,PWR  ,M (2-loop),SHIKOKU,MHI,1973-09-01,1977-02-17,2016-05-10,538,33.49083333,132.31111111
JAPAN,IKATA-2,Permanent Shutdown,PWR  ,M (2-loop),SHIKOKU,MHI,1978-08-01,1981-08-19,2018-05-23,538,33.49083333,132.31111111
JAPAN,IKATA-3,Operational,PWR  ,M (3-loop),SHIKOKU,MHI,1990-10-01,1994-03-29,,846,33.49083333,132.31111111
JAPAN,JPDR,Permanent Shutdown,BWR  ,BWR-1,JAEA,GE,1960-12-01,1963-10-26,1976-03-18,12,,
JAPAN,KASHIWAZAKI KARIWA-1,Operational,BWR  ,BWR-5,TEPCO,TOSHIBA,1980-06-05,1985-02-13,,1067,37.42639,138.59444
JAPAN,KASHIWAZAKI KARIWA-2,Operational,BWR  ,BWR-5,TEPCO,TOSHIBA,1985-11-18,1990-02-08,,1067,37.42639,138.59444
JAPAN,KASHIWAZAKI KARIWA-3,Operational,BWR  ,BWR-5,TEPCO,TOSHIBA,1989-03-07,1992-12-08,,1067,37.42639,138.59444
JAPAN,KASHIWAZAKI KARIWA-4,Operational,BWR  ,BWR-5,TEPCO,HITACHI,1990-03-05,1993-12-21,,1067,37.42639,138.59444
JAPAN,KASHIWAZAKI KARIWA-5,Operational,BWR  ,BWR-5,TEPCO,HITACHI,1985-06-20,1989-09-12,,1067,37.42639,138.59444
JAPAN,KASHIWAZAKI KARIWA-6,Operational,BWR  ,ABWR,TEPCO,TOSHIBA,1992-11-03,1996-01-29,,1315,37.42639,138.59444
JAPAN,KASHIWAZAKI KARIWA-7,Operational,BWR  ,ABWR,TEPCO,HITACHI,1993-07-01,1996-12-17,,1315,37.42639,138.59444
JAPAN,MIHAMA-1,Permanent Shutdown,PWR  ,WH 2LP,KEPCO,WH,1967-02-01,1970-08-08,2015-04-27,320,35.70243,135.963415
JAPAN,MIHAMA-2,Permanent Shutdown,PWR  ,M (2-loop),KEPCO,MHI,1968-05-29,1972-04-21,2015-04-27,470,35.70243,135.963415
JAPAN,MIHAMA-3,Operational,PWR  ,M (3-loop),KEPCO,MHI,1972-08-07,1976-02-19,,780,35.70243,135.963415
JAPAN,MONJU,Permanent Shutdown,FBR  ,-,JAEA,T/H/F/M,1986-05-10,1995-08-29,2017-12-05,246,35.74027778,135.98805556
JAPAN,OHI-1,Permanent Shutdown,PWR  ,WH 4LP,KEPCO,WH,1972-10-26,1977-12-23,2018-03-01,1120,35.54055556,135.65194444
JAPAN,OHI-2,Permanent Shutdown,PWR  ,WH 4LP,KEPCO,WH,1972-12-08,1978-10-11,2018-03-01,1120,35.54055556,135.65194444
JAPAN,OHI-3,Operational,PWR  ,M (4-loop),KEPCO,MHI,1987-10-03,1991-06-07,,1127,35.54055556,135.65194444
JAPAN,OHI-4,Operational,PWR  ,M (4-loop),KEPCO,MHI,1988-06-13,1992-06-19,,1127,35.54055556,135.65194444
JAPAN,OHMA,Under Construction,BWR  ,ABWR,EPDC,H/G,2010-05-07,,,1328,,
JAPAN,ONAGAWA-1,Permanent Shutdown,BWR  ,BWR-4,TOHOKU,TOSHIBA,1980-07-08,1983-11-18,2018-12-21,498,38.40111111,141.49972222
JAPAN,ONAGAWA-2,Operational,BWR  ,BWR-5,TOHOKU,TOSHIBA,1991-04-12,1994-12-23,,796,38.40111111,141.49972222
JAPAN,ONAGAWA-3,Operational,BWR  ,BWR-5,TOHOKU,TOSHIBA,1998-01-23,2001-05-30,,796,38.40111111,141.49972222
JAPAN,SENDAI-1,Operational,PWR  ,M (3-loop),KYUSHU,MHI,1979-12-15,1983-09-16,,846,31.83388889,130.18972222
JAPAN,SENDAI-2,Operational,PWR  ,M (3-loop),KYUSHU,MHI,1981-10-12,1985-04-05,,846,31.83388889,130.18972222
JAPAN,SHIKA-1,Operational,BWR  ,BWR-5,HOKURIKU,HITACHI,1989-07-01,1993-01-12,,505,37.06111111,136.72638889
JAPAN,SHIKA-2,Operational,BWR  ,ABWR,HOKURIKU,HITACHI,2001-08-20,2005-07-04,,1108,37.06111111,136.72638889
JAPAN,SHIMANE-1,Permanent Shutdown,BWR  ,BWR-3,CHUGOKU,HITACHI,1970-07-02,1973-12-02,2015-04-30,439,35.53833333,132.99916667
JAPAN,SHIMANE-2,Operational,BWR  ,BWR-5,CHUGOKU,HITACHI,1985-02-02,1988-07-11,,789,35.53833333,132.99916667
JAPAN,SHIMANE-3,Under Construction,BWR  ,ABWR,CHUGOKU,HITACHI,2007-10-12,,,1325,35.53833333,132.99916667
JAPAN,TAKAHAMA-1,Operational,PWR  ,M (3-loop),KEPCO,WH/MHI,1970-04-25,1974-03-27,,780,35.52222222,135.50472222
JAPAN,TAKAHAMA-2,Operational,PWR  ,M (3-loop),KEPCO,MHI,1971-03-09,1975-01-17,,780,35.52222222,135.50472222
JAPAN,TAKAHAMA-3,Operational,PWR  ,M (3-loop),KEPCO,MHI,1980-12-12,1984-05-09,,830,35.52222222,135.50472222
JAPAN,TAKAHAMA-4,Operational,PWR  ,M (3-loop),KEPCO,MHI,1981-03-19,1984-11-01,,830,35.52222222,135.50472222
JAPAN,TOKAI-1,Permanent Shutdown,GCR  ,MAGNOX,JAPCO,GEC,1961-03-01,1965-11-10,1998-03-31,137,36.46638889,140.60666667
JAPAN,TOKAI-2,Operational,BWR  ,BWR-5,JAPCO,GE,1973-10-03,1978-03-13,,1060,36.46638889,140.60666667
JAPAN,TOMARI-1,Operational,PWR  ,M (2-loop),HEPCO,MHI,1985-04-18,1988-12-06,,550,43.03722222,140.51333333
JAPAN,TOMARI-2,Operational,PWR  ,M (2-loop),HEPCO,MHI,1985-06-13,1990-08-27,,550,43.03722222,140.51333333
JAPAN,TOMARI-3,Operational,PWR  ,M (3-loop),HEPCO,MHI,2004-11-18,2009-03-20,,866,43.03722222,140.51333333
JAPAN,TSURUGA-1,Permanent Shutdown,BWR  ,BWR-2,JAPCO,GE,1966-11-24,1969-11-16,2015-04-27,340,35.75222222,136.02083333
JAPAN,TSURUGA-2,Operational,PWR  ,M (4-loop),JAPCO,MHI,1982-11-06,1986-06-19,,1108,35.75222222,136.02083333
KAZAKHSTAN,AKTAU,Permanent Shutdown,FBR  ,BN-350,MAEC-KAZ,MAEC-KAZ,1964-10-01,1973-07-16,1999-04-22,52,,
"KOREA, REPUBLIC OF",HANBIT-1,Operational,PWR  ,WH F,KHNP,WH,1981-06-04,1986-03-05,,995,35.415,126.42388889
"KOREA, REPUBLIC OF",HANBIT-2,Operational,PWR  ,WH F,KHNP,WH,1981-12-01,1986-11-11,,988,35.415,126.42388889
"KOREA, REPUBLIC OF",HANBIT-3,Operational,PWR  ,OPR-1000,KHNP,DHICKAEC,1989-12-23,1994-10-30,,986,35.415,126.42388889
"KOREA, REPUBLIC OF",HANBIT-4,Operational,PWR  ,OPR-1000,KHNP,DHICKAEC,1990-05-26,1995-07-18,,970,35.415,126.42388889
"KOREA, REPUBLIC OF",HANBIT-5,Operational,PWR  ,OPR-1000,KHNP,DHICKOPC,1997-06-29,2001-12-19,,992,35.415,126.42388889
"KOREA, REPUBLIC OF",HANBIT-6,Operational,PWR  ,OPR-1000,KHNP,DHICKOPC,1997-11-20,2002-09-16,,993,35.415,126.42388889
"KOREA, REPUBLIC OF",HANUL-1,Operational,PWR  ,France CPI,KHNP,FRAM,1983-01-26,1988-04-07,,966,37.1,129.38333333
"KOREA, REPUBLIC OF",HANUL-2,Operational,PWR  ,France CPI,KHNP,FRAM,1983-07-05,1989-04-14,,967,37.1,129.38333333
"KOREA, REPUBLIC OF",HANUL-3,Operational,PWR  ,OPR-1000,KHNP,DHICKOPC,1993-07-21,1998-01-06,,997,37.1,129.38333333
"KOREA, REPUBLIC OF",HANUL-4,Operational,PWR  ,OPR-1000,KHNP,DHICKOPC,1993-11-01,1998-12-28,,999,37.1,129.38333333
"KOREA, REPUBLIC OF",HANUL-5,Operational,PWR  ,OPR-1000,KHNP,DHICKOPC,1999-10-01,2003-12-18,,998,37.1,129.38333333
"KOREA, REPUBLIC OF",HANUL-6,Operational,PWR  ,OPR-1000,KHNP,DHICKOPC,2000-09-29,2005-01-07,,997,37.1,129.38333333
"KOREA, REPUBLIC OF",KORI-1,Permanent Shutdown,PWR  ,WH 60,KHNP,WH,1972-08-01,1977-06-26,2017-06-18,576,35.31666667,129.3
"KOREA, REPUBLIC OF",KORI-2,Operational,PWR  ,WH F,KHNP,WH,1977-12-23,1983-04-22,,640,35.31666667,129.3
"KOREA, REPUBLIC OF",KORI-3,Operational,PWR  ,WH F,KHNP,WH,1979-10-01,1985-01-22,,1011,35.31666667,129.3
"KOREA, REPUBLIC OF",KORI-4,Operational,PWR  ,WH F,KHNP,WH,1980-04-01,1985-12-31,,1012,35.31666667,129.3
"KOREA, REPUBLIC OF",SHIN-HANUL-1,Under Construction,PWR  ,APR-1400,KHNP,DHICKOPC,2012-07-10,,,1340,,
"KOREA, REPUBLIC OF",SHIN-HANUL-2,Under Construction,PWR  ,APR-1400,KHNP,DHICKOPC,2013-06-19,,,1340,,
"KOREA, REPUBLIC OF",SHIN-KORI-1,Operational,PWR  ,OPR-1000,KHNP,DHICKOPC,2006-06-16,2010-08-04,,996,35.31666667,129.3
"KOREA, REPUBLIC OF",SHIN-KORI-2,Operational,PWR  ,OPR-1000,KHNP,DHICKOPC,2007-06-05,2012-01-28,,996,35.31666667,129.3
"KOREA, REPUBLIC OF",SHIN-KORI-3,Operational,PWR  ,APR-1400,KHNP,DHICKOPC,2008-10-16,2016-01-15,,1416,35.31666667,129.3
"KOREA, REPUBLIC OF",SHIN-KORI-4,Operational,PWR  ,APR-1400,KHNP,DHICKOPC,2009-08-19,2019-04-22,,1418,35.31666667,129.3
"KOREA, REPUBLIC OF",SHIN-KORI-5,Under Construction,PWR  ,APR-1400,KHNP,DHICKOPC,2017-04-01,,,1340,35.31666667,129.3
"KOREA, REPUBLIC OF",SHIN-KORI-6,Under Construction,PWR  ,APR-1400,KHNP,DHICKOPC,2018-09-20,,,1340,35.31666667,129.3
"KOREA, REPUBLIC OF",SHIN-WOLSONG-1,Operational,PWR  ,OPR-1000,KHNP,DHICKOPC,2007-11-20,2012-01-27,,997,35.71111111,129.475
"KOREA, REPUBLIC OF",SHIN-WOLSONG-2,Operational,PWR  ,OPR-1000,KHNP,DHICKOPC,2008-09-23,2015-02-26,,993,35.71111111,129.475
"KOREA, REPUBLIC OF",WOLSONG-1,Permanent Shutdown,PHWR ,CANDU 6,KHNP,AECL,1977-10-30,1982-12-31,2019-12-24,661,35.71111111,129.475
"KOREA, REPUBLIC OF",WOLSONG-2,Operational,PHWR ,CANDU 6,KHNP,AECL/DHI,1992-09-25,1997-04-01,,606,35.71111111,129.475
"KOREA, REPUBLIC OF",WOLSONG-3,Operational,PHWR ,CANDU 6,KHNP,AECL/DHI,1994-03-17,1998-03-25,,630,35.71111111,129.475
"KOREA, REPUBLIC OF",WOLSONG-4,Operational,PHWR ,CANDU 6,KHNP,AECL/DHI,1994-07-22,1999-05-21,,609,35.71111111,129.475
LITHUANIA,IGNALINA-1,Permanent Shutdown,LWGR ,RBMK-1500,INPP,MAEP,1977-05-01,1983-12-31,2004-12-31,1185,55.604444,26.56
LITHUANIA,IGNALINA-2,Permanent Shutdown,LWGR ,RBMK-1500,INPP,MAEP,1978-01-01,1987-08-20,2009-12-31,1185,55.604444,26.56
MEXICO,LAGUNA VERDE-1,Operational,BWR  ,BWR-5,CFE,GE,1976-10-01,1989-04-13,,777,19.72078333,-96.40634167
MEXICO,LAGUNA VERDE-2,Operational,BWR  ,BWR-5,CFE,GE,1977-06-01,1994-11-11,,775,19.72078333,-96.40634167
NETHERLANDS,BORSSELE,Operational,PWR  ,KWU 2LP,EPZ,S/KWU,1969-07-01,1973-07-04,,482,51.431944,3.716667
