Country,Unit,Current Status,Type,Model,Operator,Reactor Supplier,Const. Date,Grid Date,Shutdown Date,RUP [MWe],Latitude,Longitude
UNITED STATES OF AMERICA,BEAVER VALLEY-1,Operational,PWR  ,WH 3LP (DRYSUB),FENOC,WH,1970-06-26,1976-06-14,,908,40.6233,-80.4306
UNITED STATES OF AMERICA,BEAVER VALLEY-2,Operational,PWR  ,WH 3LP (DRYSUB),FENOC,WH,1974-05-03,1987-08-17,,905,40.6233,-80.4306
UNITED STATES OF AMERICA,BIG ROCK POINT,Permanent Shutdown,BWR  ,-,CPC,GE,1960-05-01,1962-12-08,1997-08-29,67,45.3589,-85.1972
UNITED STATES OF AMERICA,BONUS,Permanent Shutdown,BWR  ,Superheater,DOE/PRWR,GNEPRWRA,1960-01-01,1964-08-14,1968-06-01,17,,
UNITED STATES OF AMERICA,BRAIDWOOD-1,Operational,PWR  ,WH 4LP (DRYAMB),EXELON,WH,1975-08-01,1987-07-12,,1194,41.2436,-88.2292
UNITED STATES OF AMERICA,BRAIDWOOD-2,Operational,PWR  ,WH 4LP (DRYAMB),EXELON,WH,1975-08-01,1988-05-25,,1160,41.2436,-88.2292
UNITED STATES OF AMERICA,BROWNS FERRY-1,Operational,BWR  ,BWR-4 (Mark 1),TVA,GE,1967-05-01,1973-10-15,,1200,34.7039,-87.1186
UNITED STATES OF AMERICA,BROWNS FERRY-2,Operational,BWR  ,BWR-4 (Mark 1),TVA,GE,1967-05-01,1974-08-28,,1200,34.7039,-87.1186
UNITED STATES OF AMERICA,BROWNS FERRY-3,Operational,BWR  ,BWR-4 (Mark 1),TVA,GE,1968-07-01,1976-09-12,2036-07-01,1210,34.7039,-87.1186
UNITED STATES OF AMERICA,BRUNSWICK-1,Operational,BWR  ,BWR-4 (Mark 1),PROGRESS,GE,1970-02-07,1976-12-04,,938,33.9583,-78.0103
UNITED STATES OF AMERICA,BRUNSWICK-2,Operational,BWR  ,BWR-4 (Mark 1),PROGRESS,GE,1970-02-07,1975-04-29,,932,33.9583,-78.0103
UNITED STATES OF AMERICA,BYRON-1,Operational,PWR  ,WH 4LP (DRYAMB),EXELON,WH,1975-04-01,1985-03-01,,1164,42.0742,-89.2819
UNITED STATES OF AMERICA,BYRON-2,Operational,PWR  ,WH 4LP (DRYAMB),EXELON,WH,1975-04-01,1987-02-06,,1136,42.0742,-89.2819
UNITED STATES OF AMERICA,CALLAWAY-1,Operational,PWR  ,WH 4LP (DRYAMB),AmerenUE,WH,1975-09-01,1984-10-24,,1215,38.7617,-91.78
UNITED STATES OF AMERICA,CALVERT CLIFFS-1,Operational,PWR  ,CE 2LP (DRYAMB),EXELON,CE,1968-06-01,1975-01-03,,877,38.4319,-76.4422
UNITED STATES OF AMERICA,CALVERT CLIFFS-2,Operational,PWR  ,CE 2LP (DRYAMB),EXELON,CE,1968-06-01,1976-12-07,,855,38.4319,-76.4422
UNITED STATES OF AMERICA,CATAWBA-1,Operational,PWR  ,WH 4LP (ICECND),DUKEENER,WH,1974-05-01,1985-01-22,,1160,35.0517,-81.07
UNITED STATES OF AMERICA,CATAWBA-2,Operational,PWR  ,WH 4LP (ICECND),DUKEENER,WH,1974-05-01,1986-05-18,,1150,35.0517,-81.07
UNITED STATES OF AMERICA,CLINTON-1,Operational,BWR  ,BWR-6 (Mark 3),EXELON,GE,1975-10-01,1987-04-24,,1062,40.1722,-88.835
UNITED STATES OF AMERICA,COLUMBIA,Operational,BWR  ,BWR-5 (Mark 2),ENERGYNW,GE,1972-08-01,1984-05-27,,1131,46.4711,-119.334
UNITED STATES OF AMERICA,COMANCHE PEAK-1,Operational,PWR  ,WH 4LP (DRYAMB),LUMINANT,WH,1974-12-19,1990-04-24,,1205,32.2983,-97.785
UNITED STATES OF AMERICA,COMANCHE PEAK-2,Operational,PWR  ,WH 4LP (DRYAMB),LUMINANT,WH,1974-12-19,1993-04-09,,1195,32.2983,-97.785
UNITED STATES OF AMERICA,COOK-1,Operational,PWR  ,WH 4LP (ICECDN),AEP,WH,1969-03-25,1975-02-10,,1030,41.9754,-86.5659
UNITED STATES OF AMERICA,COOK-2,Operational,PWR  ,WH 4LP (ICECDN),AEP,WH,1969-03-25,1978-03-22,,1168,41.9754,-86.5659
UNITED STATES OF AMERICA,COOPER,Operational,BWR  ,BWR-4 (Mark 1),ENTERGY,GE,1968-06-01,1974-05-10,,769,40.3619,-95.6414
UNITED STATES OF AMERICA,CRYSTAL RIVER-3,Permanent Shutdown,PWR  ,B&W LLP (DRYAMB,PROGRESS,B&W,1968-09-25,1977-01-30,2013-02-05,860,28.9575,-82.6983
UNITED STATES OF AMERICA,CVTR,Permanent Shutdown,PHWR ,Prototype,CVPA,WH,1960-01-01,1963-12-18,1967-01-10,17,,
UNITED STATES OF AMERICA,DAVIS BESSE-1,Operational,PWR  ,B&W RLP (DRYAMB,FENOC,B&W,1970-09-01,1977-08-28,,894,41.59692,-83.088999
UNITED STATES OF AMERICA,DIABLO CANYON-1,Operational,PWR  ,WH 4LP (DRYAMB),PG&E,WH,1968-04-23,1984-11-11,,1138,35.2108,-120.856
UNITED STATES OF AMERICA,DIABLO CANYON-2,Operational,PWR  ,WH 4LP (DRYAMB),PG&E,WH,1970-12-09,1985-10-20,,1118,35.2108,-120.856
UNITED STATES OF AMERICA,DRESDEN-1,Permanent Shutdown,BWR  ,,EXELON,GE,1956-05-01,1960-04-15,1978-10-31,197,41.3897,-88.2681
UNITED STATES OF AMERICA,DRESDEN-2,Operational,BWR  ,BWR-3 (Mark 1),EXELON,GE,1966-01-10,1970-04-13,,894,41.3897,-88.2681
UNITED STATES OF AMERICA,DRESDEN-3,Operational,BWR  ,BWR-3 (Mark 1),EXELON,GE,1966-10-14,1971-07-22,,879,41.3897,-88.2681
UNITED STATES OF AMERICA,DUANE ARNOLD-1,Permanent Shutdown,BWR  ,BWR-4 (Mark 1),NEXTERA,GE,1970-06-22,1974-05-19,2020-10-12,601,42.1006,-91.7772
UNITED STATES OF AMERICA,ELK RIVER,Permanent Shutdown,BWR  ,-,RCPA,AC,1959-01-01,1963-08-24,1968-02-01,22,,
UNITED STATES OF AMERICA,FARLEY-1,Operational,PWR  ,WH 3LP (DRYAMB),SOUTHERN,WH,1970-10-01,1977-08-18,,874,31.2231,-85.1117
UNITED STATES OF AMERICA,FARLEY-2,Operational,PWR  ,WH 3LP (DRYAMB),SOUTHERN,WH,1970-10-01,1981-05-25,,883,31.2231,-85.1117
UNITED STATES OF AMERICA,FERMI-1,Permanent Shutdown,FBR  ,Liquid Metal FB,DTEDISON,UEC,1956-08-08,1966-08-05,1972-11-29,61,41.9628,-83.2575
UNITED STATES OF AMERICA,FERMI-2,Operational,BWR  ,BWR-4 (Mark 1),DTEDISON,GE,1972-09-26,1986-09-21,,1115,41.9628,-83.2575
UNITED STATES OF AMERICA,FITZPATRICK,Operational,BWR  ,BWR-4 (Mark 1),EXELON,GE,1968-09-01,1975-02-01,,813,43.5233,-76.3983
UNITED STATES OF AMERICA,FORT CALHOUN-1,Permanent Shutdown,PWR  ,CE 2LP,EXELON,CE,1968-06-07,1973-08-25,2016-10-24,482,41.5203,-96.0772
UNITED STATES OF AMERICA,FORT ST. VRAIN,Permanent Shutdown,HTGR ,,PSCC,GA,1968-09-01,1976-12-11,1989-08-29,330,,
UNITED STATES OF AMERICA,GE VALLECITOS,Permanent Shutdown,BWR  ,25,GE,GE,1956-01-01,1957-10-19,1963-12-09,24,37.6133,-121.84
UNITED STATES OF AMERICA,GINNA,Operational,PWR  ,WH 2LP (DRYAMB),EXELON,WH,1966-04-25,1969-12-02,,560,43.2778,-77.31
UNITED STATES OF AMERICA,GRAND GULF-1,Operational,BWR  ,BWR-6 (Mark 3),ENTERGY,GE,1974-05-04,1984-10-20,,1401,32.0067,-91.0483
UNITED STATES OF AMERICA,HADDAM NECK,Permanent Shutdown,PWR  ,-,CYAPC,WH,1964-05-01,1967-08-07,1996-12-05,560,41.4819,-72.4992
UNITED STATES OF AMERICA,HALLAM,Permanent Shutdown,X    ,LMGMR (SGR- Sod,AEC/NPPD,GE,1959-01-01,1963-09-01,1964-09-01,75,40.5592,-96.7847
UNITED STATES OF AMERICA,HARRIS-1,Operational,PWR  ,WH 3LP (DRYAMB),PROGRESS,WH,1978-01-28,1987-01-19,,964,35.6333,-78.955
UNITED STATES OF AMERICA,HATCH-1,Operational,BWR  ,BWR-4 (Mark 1),SOUTHERN,GE,1968-09-30,1974-11-11,,876,31.9342,-82.3439
UNITED STATES OF AMERICA,HATCH-2,Operational,BWR  ,BWR-4 (Mark 1),SOUTHERN,GE,1972-02-01,1978-09-22,,883,31.9342,-82.3439
UNITED STATES OF AMERICA,HOPE CREEK-1,Operational,BWR  ,BWR-4 (Mark 1),PSEG,GE,1976-03-01,1986-08-01,,1172,39.46777778,-75.53805556
UNITED STATES OF AMERICA,HUMBOLDT BAY,Permanent Shutdown,BWR  ,Natural cir.,PG&E,GE,1960-11-01,1963-04-18,1976-07-02,63,40.7413,-124.209
UNITED STATES OF AMERICA,INDIAN POINT-1,Permanent Shutdown,PWR  ,PWR,ENTERGY,B&W,1956-05-01,1962-09-16,1974-10-31,257,41.269722222,-73.952222222
UNITED STATES OF AMERICA,INDIAN POINT-2,Permanent Shutdown,PWR  ,WH 4LP (DRYAMB),ENTERGY,WH,1966-10-14,1973-06-26,2020-04-30,998,41.269722222,-73.952222222
UNITED STATES OF AMERICA,INDIAN POINT-3,Operational,PWR  ,WH 4LP (DRYAMB),ENTERGY,WH,1968-11-01,1976-04-27,,1030,41.269722222,-73.952222222
UNITED STATES OF AMERICA,KEWAUNEE,Permanent Shutdown,PWR  ,WH 2LP (DRYAMB),DOMINION,WH,1968-08-06,1974-04-08,2013-05-07,566,44.3422,-87.5361
UNITED STATES OF AMERICA,LACROSSE,Permanent Shutdown,BWR  ,,DPC,AC,1963-03-01,1968-04-26,1987-04-30,48,,
UNITED STATES OF AMERICA,LASALLE-1,Operational,BWR  ,BWR-5 (Mark 2),EXELON,GE,1973-09-10,1982-09-04,,1137,41.2456,-88.6692
UNITED STATES OF AMERICA,LASALLE-2,Operational,BWR  ,BWR-5 (Mark 2),EXELON,GE,1973-09-10,1984-04-20,,1140,41.2456,-88.6692
UNITED STATES OF AMERICA,LIMERICK-1,Operational,BWR  ,BWR-4 (Mark 2),EXELON,GE,1974-06-19,1985-04-13,,1134,40.2267,-75.5872
UNITED STATES OF AMERICA,LIMERICK-2,Operational,BWR  ,BWR-4 (Mark 2),EXELON,GE,1974-06-19,1989-09-01,,1134,40.2267,-75.5872
UNITED STATES OF AMERICA,MAINE YANKEE,Permanent Shutdown,PWR  ,,MYAPC,CE,1968-10-01,1972-11-08,1997-08-01,860,43.95055556,-69.69611111
UNITED STATES OF AMERICA,MCGUIRE-1,Operational,PWR  ,WH 4LP (ICECND),DUKEENER,WH,1971-04-01,1981-09-12,,1158,35.4325,-80.9483
UNITED STATES OF AMERICA,MCGUIRE-2,Operational,PWR  ,WH 4LP (ICECND),DUKEENER,WH,1971-04-01,1983-05-23,,1158,35.4325,-80.9483
UNITED STATES OF AMERICA,MILLSTONE-1,Permanent Shutdown,BWR  ,,DOMINION,GE,1966-05-01,1970-11-29,1998-07-01,641,41.31194444,-72.16861111
UNITED STATES OF AMERICA,MILLSTONE-2,Operational,PWR  ,CE 2LP (DRYAMB),DOMINION,CE,1969-11-01,1975-11-09,,869,41.31194444,-72.16861111
UNITED STATES OF AMERICA,MILLSTONE-3,Operational,PWR  ,WH 4LP (DRYSUB),DOMINION,WH,1974-08-09,1986-02-12,,1210,41.31194444,-72.16861111
UNITED STATES OF AMERICA,MONTICELLO,Operational,BWR  ,BWR-3 (Mark 1),NSP,GE,1967-06-19,1971-03-05,,628,45.3336,-93.8492
UNITED STATES OF AMERICA,NINE MILE POINT-1,Operational,BWR  ,BWR-2 (Mark 1),EXELON,GE,1965-04-12,1969-11-09,,613,43.5208,-76.4069
UNITED STATES OF AMERICA,NINE MILE POINT-2,Operational,BWR  ,BWR-5 (Mark 2),EXELON,GE,1975-08-01,1987-08-08,,1277,43.5208,-76.4069
UNITED STATES OF AMERICA,NORTH ANNA-1,Operational,PWR  ,WH 3LP (DRYSUB),DOMINION,WH,1971-02-19,1978-04-17,,948,38.0606,-77.7894
UNITED STATES OF AMERICA,NORTH ANNA-2,Operational,PWR  ,WH 3LP (DRYSUB),DOMINION,WH,1971-02-19,1980-08-25,,944,38.0606,-77.7894
UNITED STATES OF AMERICA,OCONEE-1,Operational,PWR  ,B&W LLP (DRYAMB,DUKEENER,B&W,1967-11-06,1973-05-06,,847,34.7939,-82.8981
UNITED STATES OF AMERICA,OCONEE-2,Operational,PWR  ,B&W LLP (DRYAMB,DUKEENER,B&W,1967-11-06,1973-12-05,,848,34.7939,-82.8981
UNITED STATES OF AMERICA,OCONEE-3,Operational,PWR  ,B&W LLP (DRYAMB,DUKEENER,B&W,1967-11-06,1974-09-18,,859,34.7939,-82.8981
UNITED STATES OF AMERICA,OYSTER CREEK,Permanent Shutdown,BWR  ,BWR-2 (Mark 1),EXELON,GE,1964-12-15,1969-09-23,2018-09-17,619,39.8147,-74.205
UNITED STATES OF AMERICA,PALISADES,Operational,PWR  ,CE 2LP (DRYAMB),ENTERGY,CE,1967-03-14,1971-12-31,,805,42.3228,-86.3144
UNITED STATES OF AMERICA,PALO VERDE-1,Operational,PWR  ,CE80 2LP (DRYAM,APS,CE,1976-05-25,1985-06-10,,1311,33.3892,-112.865
UNITED STATES OF AMERICA,PALO VERDE-2,Operational,PWR  ,CE80 2LP (DRYAM,APS,CE,1976-06-01,1986-05-20,,1314,33.3892,-112.865
UNITED STATES OF AMERICA,PALO VERDE-3,Operational,PWR  ,CE80 2LP (DRYAM,APS,CE,1976-06-01,1987-11-28,,1312,33.3892,-112.865
UNITED STATES OF AMERICA,PATHFINDER,Permanent Shutdown,BWR  ,Prototype,NMC,AC,1959-01-01,1966-07-25,1967-10-01,59,43.6036,-96.6375
UNITED STATES OF AMERICA,PEACH BOTTOM-1,Permanent Shutdown,HTGR ,,EXELON,GA,1962-02-01,1967-01-27,1974-11-01,40,39.7583,-76.2681
UNITED STATES OF AMERICA,PEACH BOTTOM-2,Operational,BWR  ,BWR-4 (Mark 1),EXELON,GE,1968-01-31,1974-02-18,,1300,39.7583,-76.2681
UNITED STATES OF AMERICA,PEACH BOTTOM-3,Operational,BWR  ,BWR-4 (Mark 1),EXELON,GE,1968-01-31,1974-09-01,,1331,39.7583,-76.2681
UNITED STATES OF AMERICA,PERRY-1,Operational,BWR  ,BWR-6 (Mark 3),FENOC,GE,1974-10-01,1986-12-19,,1240,41.8008,-81.1433
UNITED STATES OF AMERICA,PILGRIM-1,Permanent Shutdown,BWR  ,BWR-3 (Mark 1),ENTERGY,GE,1968-08-26,1972-07-19,2019-05-31,677,41.945,-70.5783
UNITED STATES OF AMERICA,PIQUA,Permanent Shutdown,X    ,OCM (Organicall,CofPiqua,GE,1960-01-01,1963-07-01,1966-01-01,12,40.1323,-84.2348
UNITED STATES OF AMERICA,POINT BEACH-1,Operational,PWR  ,WH 2LP (DRYAMB),NEXTERA,WH,1967-07-19,1970-11-06,,591,44.2811,-87.5367
UNITED STATES OF AMERICA,POINT BEACH-2,Operational,PWR  ,WH 2LP (DRYAMB),NEXTERA,WH,1968-07-25,1972-08-02,,591,44.2811,-87.5367
UNITED STATES OF AMERICA,PRAIRIE ISLAND-1,Operational,PWR  ,WH 2LP (DRYAMB),NSP,WH,1968-06-25,1973-12-04,,522,44.6217,-92.6331
UNITED STATES OF AMERICA,PRAIRIE ISLAND-2,Operational,PWR  ,WH 2LP (DRYAMB),NSP,WH,1969-06-25,1974-12-21,,519,44.6217,-92.6331
UNITED STATES OF AMERICA,QUAD CITIES-1,Operational,BWR  ,BWR-3 (Mark 1),EXELON,GE,1967-02-15,1972-04-12,,908,41.7264,-90.31
UNITED STATES OF AMERICA,QUAD CITIES-2,Operational,BWR  ,BWR-3 (Mark 1),EXELON,GE,1967-02-15,1972-05-23,,911,41.7264,-90.31
UNITED STATES OF AMERICA,RANCHO SECO-1,Permanent Shutdown,PWR  ,,SMUD,B&W,1969-04-01,1974-10-13,1989-06-07,873,38.3453,-121.122
UNITED STATES OF AMERICA,RIVER BEND-1,Operational,BWR  ,BWR-6 (Mark 3),ENTERGY,GE,1977-03-25,1985-12-03,,967,30.7567,-91.3333
UNITED STATES OF AMERICA,ROBINSON-2,Operational,PWR  ,WH 3LP (DRYAMB),PROGRESS,WH,1967-04-13,1970-09-26,,741,34.4028,-80.1583
UNITED STATES OF AMERICA,SALEM-1,Operational,PWR  ,WH 4LP (DRYAMB),PSEG,WH,1968-09-25,1976-12-25,,1169,39.46297722,-75.53422451
UNITED STATES OF AMERICA,SALEM-2,Operational,PWR  ,WH 4LP (DRYAMB),PSEG,WH,1968-09-25,1981-06-03,,1158,39.46297722,-75.53422451
UNITED STATES OF AMERICA,SAN ONOFRE-1,Permanent Shutdown,PWR  ,,SCE,WH,1964-05-01,1967-07-16,1992-11-30,436,33.3689,-117.555
UNITED STATES OF AMERICA,SAN ONOFRE-2,Permanent Shutdown,PWR  ,CE (2-loop) DRY,SCE,CE,1974-03-01,1982-09-20,2013-06-07,1070,33.3689,-117.555
UNITED STATES OF AMERICA,SAN ONOFRE-3,Permanent Shutdown,PWR  ,CE (2-loop) DRY,SCE,CE,1974-03-01,1983-09-25,2013-06-07,1080,33.3689,-117.555
UNITED STATES OF AMERICA,SAXTON,Permanent Shutdown,PWR  ,25,SNEC,GE,1960-01-01,1967-03-01,1972-05-01,3,,
UNITED STATES OF AMERICA,SEABROOK-1,Operational,PWR  ,WH 4LP (DRYAMB),NEXTERA,WH,1976-07-07,1990-05-29,,1246,42.8989,-70.8508
UNITED STATES OF AMERICA,SEQUOYAH-1,Operational,PWR  ,WH 4LP (ICECND),TVA,WH,1970-05-27,1980-07-22,,1152,35.2264,-85.0917
UNITED STATES OF AMERICA,SEQUOYAH-2,Operational,PWR  ,WH 4LP (ICECND),TVA,WH,1970-05-27,1981-12-23,,1139,35.2264,-85.0917
UNITED STATES OF AMERICA,SHIPPINGPORT,Permanent Shutdown,PWR  ,PLWBR,DOE DUQU,WH,1954-01-01,1957-12-02,1982-10-01,60,40.6211,-80.4353
UNITED STATES OF AMERICA,SHOREHAM,Permanent Shutdown,BWR  ,-,LIPA,GE,1972-11-01,1986-08-01,1989-05-01,820,40.9611,-72.865
UNITED STATES OF AMERICA,SOUTH TEXAS-1,Operational,PWR  ,WH 4LP (DRYAMB),STP,WH,1975-12-22,1988-03-30,,1280,28.7956,-96.0489
UNITED STATES OF AMERICA,SOUTH TEXAS-2,Operational,PWR  ,WH 4LP (DRYAMB),STP,WH,1975-12-22,1989-04-11,,1280,28.7956,-96.0489
UNITED STATES OF AMERICA,ST. LUCIE-1,Operational,PWR  ,CE 2LP (DRYAMB),FPL,CE,1970-07-01,1976-05-07,,981,27.3486,-80.2464
UNITED STATES OF AMERICA,ST. LUCIE-2,Operational,PWR  ,CE 2LP (DRYAMB),FPL,CE,1977-06-02,1983-06-13,,987,27.3486,-80.2464
UNITED STATES OF AMERICA,SUMMER-1,Operational,PWR  ,WH 3LP (DRYAMB),SCE&G,WH,1973-03-21,1982-11-16,,973,34.2986,-81.3147
UNITED STATES OF AMERICA,SURRY-1,Operational,PWR  ,WH 3LP (DRYSUB),DOMINION,WH,1968-06-25,1972-07-04,,838,37.1656,-76.6978
UNITED STATES OF AMERICA,SURRY-2,Operational,PWR  ,WH 3LP (DRYSUB),DOMINION,WH,1968-06-25,1973-03-10,,838,37.1656,-76.6978
UNITED STATES OF AMERICA,SUSQUEHANNA-1,Operational,BWR  ,BWR-4 (Mark 2),PPL_SUSQ,GE,1973-11-02,1982-11-16,,1257,41.0889,-76.1489
UNITED STATES OF AMERICA,SUSQUEHANNA-2,Operational,BWR  ,BWR-4 (Mark 2),PPL_SUSQ,GE,1973-11-02,1984-07-03,,1257,41.0889,-76.1489
UNITED STATES OF AMERICA,THREE MILE ISLAND-1,Permanent Shutdown,PWR  ,B&W LLP (DRYAMB,EXELON,B&W,1968-05-18,1974-06-19,2019-09-20,819,40.152047,-76.724911
UNITED STATES OF AMERICA,THREE MILE ISLAND-2,Permanent Shutdown,PWR  ,,GPU,B&W,1969-11-01,1978-04-21,1979-03-28,880,40.152047,-76.724911
UNITED STATES OF AMERICA,TROJAN,Permanent Shutdown,PWR  ,,PORTGE,WH,1970-02-01,1975-12-23,1992-11-09,1095,46.0383,-122.885
UNITED STATES OF AMERICA,TURKEY POINT-3,Operational,PWR  ,WH 3LP (DRYAMB),FPL,WH,1967-04-27,1972-11-02,,837,25.4342,-80.3306
UNITED STATES OF AMERICA,TURKEY POINT-4,Operational,PWR  ,WH 3LP (DRYAMB),FPL,WH,1967-04-27,1973-06-21,,821,25.4342,-80.3306
UNITED STATES OF AMERICA,VERMONT YANKEE,Permanent Shutdown,BWR  ,BWR-4 (Mark 1),ENTERGY,GE,1967-12-11,1972-09-20,2014-12-29,605,42.7789,-72.5131
UNITED STATES OF AMERICA,VOGTLE-1,Operational,PWR  ,WH 4LP (DRYAMB),SOUTHERN,WH,1976-08-01,1987-03-27,,1150,33.1433,-81.7606
UNITED STATES OF AMERICA,VOGTLE-2,Operational,PWR  ,WH 4LP (DRYAMB),SOUTHERN,WH,1976-08-01,1989-04-10,,1152,33.1433,-81.7606
UNITED STATES OF AMERICA,VOGTLE-3,Under Construction,PWR  ,AP-1000,SOUTHERN,WH,2013-03-12,,,1117,33.1433,-81.7606
UNITED STATES OF AMERICA,VOGTLE-4,Under Construction,PWR  ,AP-1000,SOUTHERN,WH,2013-11-19,,,1117,33.1433,-81.7606
UNITED STATES OF AMERICA,WATERFORD-3,Operational,PWR  ,CE 2LP (DRYAMB),ENTERGY,CE,1974-11-14,1985-03-18,,1168,29.9953,-90.4711
UNITED STATES OF AMERICA,WATTS BAR-1,Operational,PWR  ,WH 4LP (ICECND),TVA,WH,1973-07-20,1996-02-06,,1157,35.6028,-84.7894
UNITED STATES OF AMERICA,WATTS BAR-2,Operational,PWR  ,WH 4LP (ICECND),TVA,WH,1973-09-01,2016-06-03,,1164,35.6028,-84.7894
UNITED STATES OF AMERICA,WOLF CREEK,Operational,PWR  ,WH 4LP (DRYAMB),WCNOC,WH,1977-05-31,1985-06-12,,1200,38.2389,-95.6889
UNITED STATES OF AMERICA,YANKEE NPS,Permanent Shutdown,PWR  ,PWR,YAEC,WH,1957-11-01,1960-11-10,1991-10-01,167,,
UNITED STATES OF AMERICA,ZION-1,Permanent Shutdown,PWR  ,WH 4LP,EXELON,WH,1968-12-01,1973-06-28,1998-02-13,1040,42.4464,-87.803
UNITED STATES OF AMERICA,ZION-2,Permanent Shutdown,PWR  ,WH 4LP,EXELON,WH,1968-12-01,1973-12-26,1998-02-13,1040,42.4464,-87.803
