,SimId,TimeStep,551370000,551370000_total,922350000,922350000_total,922380000,922380000_total,942390000,942390000_total
453,,,0.47025337104066417,134.0222107465898,3.3986367202380094,968.6114652678269,414.4127785558131,118107.64188840633,2.741234108330694,781.2517208742443
454,,,0.47025337104066417,134.49246411763045,3.3986367202380094,972.0101019880649,414.4127785558131,118522.05466696214,2.741234108330694,783.9929549825749
455,,,0.47025337104066417,134.9627174886711,3.3986367202380094,975.4087387083028,414.4127785558131,118936.46744551795,2.741234108330694,786.7341890909056
457,,,0.47025337104066417,135.43297085971176,3.3986367202380094,978.8073754285408,414.4127785558131,119350.88022407376,2.741234108330694,789.4754231992363
458,,,0.47025337104066417,135.90322423075241,3.3986367202380094,982.2060121487788,414.4127785558131,119765.29300262957,2.741234108330694,792.216657307567
459,,,0.47025337104066417,136.37347760179307,3.3986367202380094,985.6046488690167,414.4127785558131,120179.70578118537,2.741234108330694,794.9578914158976
460,,,0.0,136.37347760179307,0.0,985.6046488690167,0.0,120179.70578118537,0.0,794.9578914158976
461,,,0.47025337104066417,136.84373097283373,3.3986367202380094,989.0032855892547,414.4127785558131,120594.11855974118,2.741234108330694,797.6991255242283
462,,,0.47025337104066417,137.31398434387438,3.3986367202380094,992.4019223094926,414.4127785558131,121008.53133829699,2.741234108330694,800.440359632559
463,,,0.47025337104066417,137.78423771491504,3.3986367202380094,995.8005590297306,414.4127785558131,121422.9441168528,2.741234108330694,803.1815937408896
464,,,0.47025337104066417,138.2544910859557,3.3986367202380094,999.1991957499686,414.4127785558131,121837.35689540861,2.741234108330694,805.9228278492203
465,,,0.47025337104066417,138.72474445699635,3.3986367202380094,1002.5978324702065,414.4127785558131,122251.76967396442,2.741234108330694,808.664061957551
466,,,0.47025337104066417,139.194997828037,3.3986367202380094,1005.9964691904445,414.4127785558131,122666.18245252022,2.741234108330694,811.4052960658817
481,,,0.47025337104066417,139.66525119907766,3.3986367202380094,1009.3951059106824,414.4127785558131,123080.59523107603,2.741234108330694,814.1465301742123
467,,,0.47025337104066417,140.13550457011831,3.3986367202380094,1012.7937426309204,414.4127785558131,123495.00800963184,2.741234108330694,816.887764282543
469,,,0.47025337104066417,140.60575794115897,3.3986367202380094,1016.1923793511584,414.4127785558131,123909.42078818765,2.741234108330694,819.6289983908737
470,,,0.47025337104066417,141.07601131219963,3.3986367202380094,1019.5910160713963,414.4127785558131,124323.83356674346,2.741234108330694,822.3702324992043
471,,,0.47025337104066417,141.54626468324028,3.3986367202380094,1022.9896527916343,414.4127785558131,124738.24634529927,2.741234108330694,825.111466607535
472,,,0.47025337104066417,142.01651805428094,3.3986367202380094,1026.3882895118722,414.4127785558131,125152.65912385508,2.741234108330694,827.8527007158657
473,,,0.47025337104066417,142.4867714253216,3.3986367202380094,1029.7869262321103,414.4127785558131,125567.07190241088,2.741234108330694,830.5939348241964
474,,,0.47025337104066417,142.95702479636225,3.3986367202380094,1033.1855629523484,414.4127785558131,125981.48468096669,2.741234108330694,833.335168932527
475,,,0.47025337104066417,143.4272781674029,3.3986367202380094,1036.5841996725865,414.4127785558131,126395.8974595225,2.741234108330694,836.0764030408577
476,,,0.47025337104066417,143.89753153844356,3.3986367202380094,1039.9828363928245,414.4127785558131,126810.31023807831,2.741234108330694,838.8176371491884
477,,,0.47025337104066417,144.36778490948421,3.3986367202380094,1043.3814731130626,414.4127785558131,127224.72301663412,2.741234108330694,841.5588712575191
478,,,0.47025337104066417,144.83803828052487,3.3986367202380094,1046.7801098333007,414.4127785558131,127639.13579518993,2.741234108330694,844.3001053658497
479,,,0.0,144.83803828052487,0.0,1046.7801098333007,0.0,127639.13579518993,0.0,844.3001053658497
482,,,0.47025337104066417,145.30829165156553,3.3986367202380094,1050.1787465535388,414.4127785558131,128053.54857374573,2.741234108330694,847.0413394741804
483,,,0.47025337104066417,145.77854502260618,3.3986367202380094,1053.5773832737768,414.4127785558131,128467.96135230154,2.741234108330694,849.7825735825111
484,,,0.47025337104066417,146.24879839364684,3.3986367202380094,1056.976019994015,414.4127785558131,128882.37413085735,2.741234108330694,852.5238076908417
485,,,0.47025337104066417,146.7190517646875,3.3986367202380094,1060.374656714253,414.4127785558131,129296.78690941316,2.741234108330694,855.2650417991724
486,,,0.47025337104066417,147.18930513572815,3.3986367202380094,1063.773293434491,414.4127785558131,129711.19968796897,2.741234108330694,858.0062759075031
487,,,0.47025337104066417,147.6595585067688,3.3986367202380094,1067.1719301547291,414.4127785558131,130125.61246652478,2.741234108330694,860.7475100158338
